id,uit_id,title,context,question,answers,is_impossible,plausible_answers,hop
0127-0038-0005,uit_025339,Trung Quốc,"Theo Chính sách Một Trung Quốc, chính phủ trung ương tại Bắc Kinh đặt điều kiện tiên quyết để thiết lập quan hệ ngoại giao là các quốc gia khác phải thừa nhận yêu sách của họ đối với Đài Loan và đoạn tuyệt các quan hệ chính thức với chính phủ Trung Hoa Dân Quốc. Các quan chức Trung Quốc nhiều lần kháng nghị khi các quốc gia khác tiến hành đàm phán ngoại giao với Đài Loan, đặc biệt là trong vấn đề giao dịch vũ khí. Trung Quốc cũng kháng nghị những hội nghị chính trị giữa các quan chức chính phủ ngoại quốc và Đạt Lai Lạt Ma thứ 14.",Đài Loan đặc biệt quan tâm và kháng nghị vấn đề nào khi các quốc gia khác đàm phán với Trung Quốc?,"{'text': [], 'answer_start': []}",True,"{'text': [trong vấn đề giao dịch vũ khí], 'answer_start': [387]}",2
0127-0041-0003,uit_025350,Trung Quốc,"Năm 2012, Quân Giải phóng Nhân dân Trung Quốc có 2,3 triệu binh sĩ tại ngũ, là lực lượng quân sự thường trực lớn nhất trên thế giới và nằm dưới quyền chỉ huy của Quân ủy Trung ương. Quân Giải phóng Nhân dân Trung Quốc gồm có Lục quân, Hải quân, Không quân, và một lực lượng hạt nhân chiến lược mang tên Bộ đội Pháo binh số hai. Theo chính phủ Trung Quốc, tổng chi phí dành cho quân sự của quốc gia vào năm 2012 là 100 tỷ USD, đứng thứ hai thế giới về ngân sách quân sự. Tuy nhiên, các quốc gia khác như Hoa Kỳ thì cho rằng Trung Quốc không báo cáo mức chính xác về chi tiêu quân sự, vốn được cho là cao hơn nhiều ngân sách chính thức. Lực lượng quân đội nước này vẫn tồn tại những nhược điểm về huấn luyện và nạn tham nhũng tràn lan gây ảnh hưởng mạnh đến năng lực tham chiến của quân đội.",Quân Giải phóng Nhân dân Trung Hoa được cấu thành từ những lực lượng nào?,"{'text': ['Lục quân, Hải quân, Không quân, và một lực lượng hạt nhân chiến lược mang tên Bộ đội Pháo binh số hai'], 'answer_start': [225]}",False,,2
0033-0048-0006,uit_005508,Nhà Hán,"Về mặt lý thuyết, nông dân trả cho chúa đất một lượng thu nhập theo chu kỳ (thường là hàng năm), để được bảo vệ khỏi nạn cướp bóc và các mối nguy hiểm khác. Trên thực tế, số lượng nông dân đông đảo ngày càng tăng dưới thời thịnh vượng của nhà Hán và số lượng đất đai hạn chế đã làm cho tầng lớp trên nâng cao đòi hỏi của họ đối với bất kỳ một nông dân phụ thuộc nào. Việc học hành không đầy đủ và thường là hoàn toàn mù chữ của người nông dân buộc họ phải làm việc chân tay để sống, và thường là làm ruộng trong một xã hội nông nghiệp. Các nông dân vì không có nghề nào khác tốt hơn để kiếm sống buộc phải hạ tiêu chuẩn và hạ giá bán sản phẩm nông nghiệp để trả tiền cho các chúa đất. Trên thực tế, họ thường phải trì hoãn việc thanh toán hoặc vay mượn tiền từ các chủ đất của họ sau khi thiên tai làm mất mùa. Để làm tình trạng của họ tồi tệ hơn, một số nhà cai trị thời Hán còn tăng thuế lên gấp đôi. Cuối cùng đời sống của tá điền ngày càng kém sút vì họ bị phụ thuộc vào mùa màng của mảnh đất đã từng thuộc sở hữu của họ.",Vì sao những chúa đất rất khó để kiếm được một công việc khác?,"{'text': [], 'answer_start': []}",True,"{'text': [Việc học hành không đầy đủ và thường là hoàn toàn mù chữ], 'answer_start': [367]}",2
0101-0061-0002,uit_018781,Nhà Minh,"Trong thời kỳ kháng Nhật viện Triều những năm Vạn Lịch, người Minh sáng tạo ""thủy lôi chiến"" đánh đắm chiến hạm Nhật Bản; ""hỏa long xuất thủy"" phát minh trong thế kỷ XVI là một loại tên lửa hai bậc dùng trong thủy chiến; thợ thủ công triều Minh thiết kế chế tạo mìn vỏ sắt sớm nhất trong lịch sử nhân loại; lục quân triều Minh từng được trang bị một loại ""hổ tồn pháo"", cũng là loại kỵ pháo binh đầu tiên trong lịch sử nhân loại, có học giả cho rằng loại kỹ thuật này đi trước phương Tây khoảng 200 năm.","Vũ khí ""hỏa long xuất thủy"" là vũ khí như thế nào?","{'text': [một loại tên lửa hai bậc dùng trong thủy chiến], 'answer_start': [173]}",False,,2
0118-0005-0002,uit_022467,Iran,"Iran đã là nơi sinh sống của con người từ thời tiền sử và những khám phá gần đây bắt đầu cho thấy những dấu tích về các nền văn hóa thời kỳ sớm ở Iran, hàng thế kỷ trước khi những nền văn minh sớm nhất bắt đầu xuất hiện ở gần Lưỡng Hà. Sử ghi chép của Ba Tư (Iran) bắt đầu từ khoảng năm 3200 TCN ở nền văn minh Tiền-Elamite và tiếp tục với sự xuất hiện của người Aryan và sự thành lập Triều đại Medes, tiếp đó là Đế chế Achaemenid năm 546 TCN. Alexandros Đại đế đã chinh phạt Ba Tư năm 331 TCN, hai triều đại tiếp sau Parthia và Sassanid cùng với Achaemenid là những Đế chế tiền Hồi giáo vĩ đại nhất của Ba Tư.",Lịch sử của Ba Tư được ghi chép từ khi nào?,"{'text': [khoảng năm 3200 TCN], 'answer_start': [276]}",False,,2
0065-0015-0001,uit_012443,Nhà Trần,"Còn một nguyên nhân nữa phải kể tới trong thành công của nhà Trần là đội ngũ tướng lĩnh xuất sắc, nòng cốt lại chính là các tướng trong hoàng tộc nhà Trần. Dù xuất thân quyền quý nhưng các hoàng tử, thân tộc nhà Trần, ngoài lòng yêu nước - và bảo vệ quyền lợi dòng tộc - số lớn là những người có thực tài cả văn lẫn võ. Thật hiếm dòng họ cai trị nào có nhiều nhân tài nổi bật và nhiều chiến công như nhà Trần, đặc biệt là thế hệ thứ hai: Trần Quốc Tuấn, Trần Nhân Tông, Trần Quang Khải, Trần Nhật Duật đều là những tên tuổi lớn trong lịch sử Việt Nam. Đó là chưa kể tới Trần Thủ Độ, Trần Khánh Dư, Trần Quốc Toản...",Một nguyên nhân không kém phần quan trọng tạo nên sự thành công của nhà Trần là gì?,"{'text': ['đội ngũ tướng lĩnh xuất sắc, nòng cốt lại chính là các tướng trong hoàng tộc nhà Trần'], 'answer_start': [69]}",False,,2
0127-0016-0004,uit_025179,Trung Quốc,"Lịch sử Trung Hoa thời kỳ đế quốc có những điều rất đặc biệt so với các đế chế khác cùng thời. Cũng như các đế chế khác, Trung Hoa đã nhiều lần bị ngoại tộc (Mông Cổ, Mãn Thanh...) xâm chiếm, hoặc trải qua các chia rẽ nội bộ. Trải qua hơn 2.500 năm, dù thịnh suy mỗi lúc khác nhau, nhưng đế quốc Trung Hoa vẫn không hề biến mất mà ngược lại ngày càng tích lũy nhiều thành tựu, trong khi các đế chế khác như La Mã, Ba Tư... cứ lần lượt xuất hiện rồi sụp đổ. Nguyên nhân là nền văn hiến thâm sâu của Trung Hoa (nổi bật là triết lý tổ chức xã hội của Nho giáo và triết lý dung hòa tự nhiên của Âm dương ngũ hành), đó là thứ không gươm giáo nào hủy hoại được, ngược lại nền văn hiến này đã lôi cuốn và cuối cùng đồng hóa luôn những thế lưc chinh phục, đồng thời còn ảnh hưởng sâu đậm tới những nước láng giềng (Việt Nam, Triều Tiên và Nhật Bản). Không phải chính trị, cũng không phải vũ lực của Trung Quốc, mà chính văn hiến của Trung Quốc mới là vũ khí mạnh nhất của đế chế Trung Hoa.",Triết lý tổ chức xã hội của Nho giáo và triết lý dung hoà tự nhiên của Âm dương ngũ hành của Trung Quốc được ví như thứ gì?,"{'text': [thứ không gươm giáo nào hủy hoại được], 'answer_start': [617]}",False,,2
0022-0030-0001,uit_003689,Roma,"Theo điều tra của ISTAT vào năm 2009, khoảng 9,5% dân số Roma không phải là người Ý. Khoảng một nửa số cư dân nhập cư có nguồn gốc châu Âu (chủ yếu là Romania, Ba Lan, Ukraina, và Albania) với số lượng tổng cộng 131.118 hay 4,7% dân số. 4,8% còn lại là những người có nguồn gốc ngoài châu Âu, đông nhất là người Philippines (26.933), Bangladesh (12.154), và Hoa (10.283). Rione Esquilino nằm bên ga Termini phát triển thành một khu phố nhập cư cỡ lớn, được ví là phố Tàu của Roma. Người nhập cư từ trên một trăm quốc gia cư trú tại đây. Do là một quận thương mại nên Esquilino có các nhà hàng mang đặc điểm của nhiều nền ẩm thực quốc tế. Trong số 1.300 cơ sở kinh doanh hoạt động tại quận, có 800 cơ sở do người Hoa sở hữu, khoảng 300 cơ sở do những người nhập cư khác điều hành, và 200 cơ sở thuộc sở hữu của người Ý.",Điều tra của ISTAT đã có thống kê như thế nào vào năm 2009?,"{'text': ['khoảng 9,5% dân số Roma không phải là người Ý'], 'answer_start': [38]}",False,,2
0070-0014-0002,uit_012811,Birmingham,"Birmingham chịu thiệt hại nặng nề khi Không quân Đức oanh tạc thành phố trong Chiến tranh thế giới thứ hai. Thành phố cũng là nơi diễn ra hai khám phá khoa học được chứng minh là có tính then chốt đối với kết quả chiến tranh. Otto Frisch và Rudolf Peierls mô tả lần đầu tiên cách thức chế tạo vũ khí hạt nhân thực tiễn trong bị vong lục Frisch–Peierls năm 1940, trong cùng năm manhetron hốc được John Randall và Henry Boot phát minh, nó là thành phần chủ chốt của radar và sau này là lò vi sóng. Chi tiết về hai khám phá này, cùng với đề cương động cơ phản lực đầu tiên do Frank Whittle phát minh tại Rugby lân cận, được đưa sang Hoa Kỳ vào tháng 9 năm 1940.",Văn bản ngoại giao nào nói về cách thức chế tạo vũ khí hạt nhân?,"{'text': [bị vong lục Frisch–Peierls], 'answer_start': [325]}",False,,2
0005-0053-0007,uit_000686,Edward I của Anh,"Sử gia có uy tín thời Victoria William Stubbs lại cho rằng Edward đã tích cực địch hình cho lịch sử quốc gia, lập ra luật pháp và các tổ chức trong nước Anh, và bước đầu giúp cho Anh phát triển Quốc hội và chính phủ lập hiến. Những điểm mạnh và điểm yếu của ông trên cương vị nhà cai trị được cho là điển hình cho toàn thể người Anh. Học trò của Stubbs, Thomas Tout, ban đầu những có những quan điểm tương tự, nhưng sau khi nghiên cứu sâu hơn về gia đình hoàng tộc của Edward, và được hỗ trợ bởi những nghiên cứu đương đại đối với Quốc hội thời kì đầu này, ông thay đổi quan điểm. Tout coi Edward như một nhà lãnh đạo bảo thủ, tư lợi, sử dụng Nghị viện như một công cụ để làm ""công cụ thông minh của một nhà vua chuyên quyền, sử dụng quần chúng để làm thứ kìm hãm những kẻ thù địch truyền kiếp là các nam tước có thể lực lớn.""",Những ưu điểm và khuyết điểm của Stubbs trên cương vị là vua được biết đến là mang đặc điểm gì?,"{'text': [], 'answer_start': []}",True,"{'text': [được cho là điển hình cho toàn thể người Anh], 'answer_start': [288]}",2
0022-0021-0001,uit_003633,Roma,"Không lâu sau Chiến tranh thế giới thứ nhất, Roma chứng kiến Phát xít Ý trỗi dậy dưới quyền lãnh đạo của Benito Mussolini. Ông ta tiến hành cuộc hành quân đến thủ đô vào năm 1922, cuối cùng tuyên bố một Đế quốc Ý và liên minh với Đức Quốc xã. Mussolini phá huỷ nhiều phần rộng lớn tại trung tâm thành phố nhằm xây dựng các đại lộ và quảng trường rộng, được cho là để tán dương chế độ phát xít và hồi sinh La Mã cổ đại. Giai đoạn giữa hai thế chiến chứng kiến dân số thành phố gia tăng nhanh chóng, vượt qua một triệu người. Trong Chiến tranh thế giới thứ hai, do sở hữu kho tàng nghệ thuật và hiện diện của Vatican, nên Roma phần lớn thoát khỏi số phận bi thảm như nhiều thành phố châu Âu khác. Tuy nhiên, vào ngày 19 tháng 7 năm 1943, quận San Lorenzo bị quân Anh-Mỹ oanh tạc, khiến khoảng 3.000 người thiệt mạng tức khắc và 11.000 người bị thương và sau đó có thêm 1.500 người chết. Sau khi chế độ Mussolini sụp đổ và Hoà ước Ý vào ngày 8 tháng 9 năm 1943, thành phố bị người Đức chiếm đóng và được tuyên bố là một thành phố mở cho đến khi được giải phóng vào ngày 4 tháng 6 năm 1944.","Sau khi Chiến tranh thế giới thứ nhất kết thúc, điều gì đã xảy ra với Roma?","{'text': [Roma chứng kiến Phát xít Ý trỗi dậy dưới quyền lãnh đạo của Benito Mussolini], 'answer_start': [45]}",False,,2
0081-0003-0006,uit_014972,Isaac Newton,"Những người có ảnh hưởng đến việc công bố các công trình của Newton là Robert Hooke và Edmond Halley. Sau một cuộc tranh luận về chủ đề quỹ đạo của một hạt khi bay từ vũ trụ vào Trái Đất với Hooke, Newton đã bị cuốn hút vào việc sử dụng định luật vạn vật hấp dẫn và cơ học của ông trong tính toán quỹ đạo Johannes Kepler. Những kết quả này hấp dẫn Halley và ông đã thuyết phục được Newton xuất bản chúng. Từ tháng 8 năm 1684 đến mùa xuân năm 1688, Newton hoàn thành tác phẩm, mà sau này trở thành một trong những công trình nền tảng quan trọng nhất cho vật lý của mọi thời đại, cuốn Philosophiae Naturalis Principia Mathematica.",Những ai có ảnh hưởng đến tính cách của Newton?,"{'text': [], 'answer_start': []}",True,"{'text': [Robert Hooke và Edmond Halley], 'answer_start': [71]}",2
0123-0031-0003,uit_023717,Hà Nội,"Tất cả các ngôi nhà hai bên đường khu phố cổ đều theo kiểu nhà ống, mang nét đặc trưng: bề ngang hẹp, chiều dài sâu, đôi khi thông sang phố khác. Bên trong các ngôi nhà này cũng có cách bố trí gần như nhau: gian ngoài là nơi bán hoặc làm hàng, tiếp đó là khoảng sân lộ thiên để lấy ánh sáng, trên sân có bể cạn trang trí, quanh sân là cây cảnh, giàn hoa, gian nhà trong mới là nơi ăn ở và nối tiếp là khu phụ. Những năm gần đây, mật độ dân số cao khiến phố cổ Hà Nội xuống cấp khá nghiêm trọng. Một phần cư dân ở đây phải sống trong điều kiện thiếu tiện nghi, thậm chí bất tiện, nguy hiểm. Một vài trường hợp đặc biệt được ghi nhận như ba người sống trong một diện tích 1,5 m² hay bốn người sống trong một căn phòng 10 m² nhưng trên nóc một nhà vệ sinh chung. Trong khu 36 phố phường thuộc dự án bảo tồn, hiện chỉ còn một vài nhà cổ có giá trị, còn lại hầu hết đã được xây mới hoặc cải tạo tùy tiện.",Nguyên nhâ dẫn đến sự xuống cấp của các khu phố cổ ngày càng nghiệm trọng là gì?,"{'text': [mật độ dân số cao], 'answer_start': [429]}",False,,2
0055-0030-0006,uit_009472,Louis XV của Pháp,"Chiến tranh kết thúc, Paris tổ chức ăn mừng, nhưng khi Hiệp ước được công bố vào ngày 14 tháng 1 năm 1749, gây ra sự bất bình và phẫn nộ. Người đòi ngôi nhà Stuart của Anh không chịu dời đi, và hành động này được người Paris hoan nghênh. Cuối cùng anh ta bị bắt ngày 10 tháng 12 năm 1748 và bị đày ra Switzerland. Các tướng Pháp, như De Saxe, cũng tức giận về việc bỏ Hà Lan thuộc Tây Ban Nha. Quyết định của nhà vua cũng có cái lý của ông: ông không muốn Hà Lan thành nơi tranh chấp giữa Pháp với các cường quốc, và cho rằng lãnh thổ nước Pháp đã đạt đến cực hạn, nên làm quốc gia thịnh vương thay vì mở rộng lãnh thổ. Lý lẽ của ông còn dựa trên tôn giáo; ông được dạy bởi Fleury về Điều răn thứ 7, cấm lấy tài sản của người khác bằng gian lận hay bạo lực. Louis thường trích dẫn một câu châm ngôn ""Nếu ai hỏi bằng cách nào anh ta có thể bảo vệ tốt nhất một vương quốc, thì câu trả lời là, không mở rộng nó ra thêm nữa."" Ông cũng nhận được sự ủng hộ của Voltaire, ""Có vẻ như tốt hơn, và thậm chí còn hữu ích hơn khi triều đình Pháp suy nghĩ về sự thỏa mãn của các đồng minh, chứ không phải là để có hai hoặc ba thị trấn Flemish mà khiến người ta thù dằn lâu dài."" Vua không có đủ kỹ năng giao tiếp để giải thích quyết định của mình cho công chúng, và thấy không cần làm như vậy. Tin tức về việc nhà vua trả đất cho Áo gặp phải nhiều hoài nghi. Người Pháp thu được rất ít so với những gì họ đã chiến đấu, họ gọi đó là Bête comme la paix (""Ngu như hòa bình"") và Travailler pour le roi de Prusse (""Làm việc cho vua Phổ"", i.e. làm không vì cái vì cả).",Theo quan điểm của nhà vua thì thay vì làm quốc gia thịnh vượng thì nên làm gì?,"{'text': [], 'answer_start': []}",True,"{'text': [làm quốc gia thịnh vương], 'answer_start': [569]}",2
0108-0003-0003,uit_020572,Thế vận hội Mùa hè 2012,"Hệ thống y tế tại Làng Olympic là hệ thống hết sức đa dạng, có thể cung cấp bác sĩ chuyên khoa, bác sĩ thể thao, bác sĩ nhãn khoa, các chuyên gia về X-quang cũng như các bác sĩ chuyên ngành như: tim, da liễu, thần kinh... và cả những chuyên gia cho các tình huống khẩn cấp. Dịch vụ được cung cấp 24 giờ một ngày và bảy ngày trong tuần trong suốt thời gian diễn ra Thế vận hội. Các bác sĩ thường xuyên túc trực tại địa điểm tập luyện và thi đấu của Thế vận hội Luân Đôn 2012. Có 66 xe cấp cứu mới được sử dụng để phục vụ tại Luân Đôn 2012 theo yêu cầu của Liên đoàn quốc tế và Ủy ban Olympic quốc tế. Những xe cấp cứu này được trang bị các thiết bị theo đúng tiêu chuẩn của dịch vụ cấp cứu Luân Đôn - được coi là dịch vụ tiêu chuẩn hàng đầu.","Theo Liên đoàn quốc tế và Ủy ban Olympic quốc tế, đã có bao nhiêu xe cấp cứu được sử dụng?","{'text': [66 xe cấp cứu], 'answer_start': [478]}",False,,2
0027-0065-0003,uit_004636,Thành phố Hồ Chí Minh,"Các địa điểm du lịch của thành phố tương đối đa dạng. Với hệ thống 11 viện bảo tàng, chủ yếu về đề tài lịch sử, Thành phố Hồ Chí Minh đứng đầu Việt Nam về số lượng bảo tàng. Bảo tàng lớn nhất và cổ nhất thành phố là Bảo tàng Lịch sử Việt Nam với 30 nghìn hiện vật. Trong khi phần lớn khách thăm Bảo tàng Chứng tích chiến tranh là người nước ngoài thì bảo tàng thu hút nhiều khách nội địa nhất là Bảo tàng Hồ Chí Minh. Thành phố Hồ Chí Minh cũng là một đô thị đa dạng về tôn giáo. Trên địa phận thành phố hiện nay có hơn 1000 ngôi chùa, đình, miếu được xây dựng qua nhiều thời kỳ. Còn các nhà thờ xuất hiện chủ yếu trong thế kỷ 19 theo các phong cách Roman, Gothic. Nhà thờ lớn và nổi tiếng nhất của thành phố là nhà thờ Đức Bà, nằm ở Quận 1, hoàn thành năm 1880. Thời kỳ thuộc địa đã để lại cho thành phố nhiều công trình kiến trúc quan trọng, như Trụ sở Ủy ban Nhân dân Thành phố, Nhà hát lớn, Bưu điện trung tâm, Bến Nhà Rồng,... Dinh Độc Lập và Thư viện Khoa học Tổng hợp được xây dựng dưới thời Việt Nam Cộng hòa. Kiến trúc hiện đại ghi dấu ấn ở thành phố bằng các cao ốc, khách sạn, trung tâm thương mại như Diamond Plaza, Saigon Trade Centre... Khu vực ngoài trung tâm, Địa đạo Củ Chi, Rừng ngập mặn Cần Giờ, Vườn cò Thủ Đức cũng là những địa điểm du lịch quan trọng.",Lối kiến trúc của các nhà thở ở thành phố Hồ Chí Minh mang thiên hướng nào?,"{'text': ['Roman, Gothic'], 'answer_start': [650]}",False,,2
0069-0004-0004,uit_012667,Nam Bộ (Việt Nam),"Có thể nhìn nhận khởi điểm lịch sử văn hóa Nam Bộ được tính mốc là năm 1623 khi vua Chân Lạp cho chúa Nguyễn di dân Việt đến định cư ở Prey Kôr (thành phố Hồ Chí Minh hiện nay). Vùng đất Nam Bộ bấy giờ chỉ là một vùng hoang dại với hệ thống đất đai trũng, úng, sình lầy và sông rạch chằng chịt. Bắt đầu từ các cửa biển Cần Giờ, Soài Rạp, Cửa Tiểu, Cửa Đại trở vào. Cuối thế kỷ 17, chúa Nguyễn tiếp nhận một đoàn người Hoa đến quy thuận và cho họ đến khai phá và định cư ở Biên Hòa - Đồng Nai. Tiếp đó mộ dân từ Quảng Bình vào và chia đặt doanh, huyện, lập hộ tịch. Như vậy, phải gần một thế kỷ sau Nam Bộ mới bước đầu được định hình một vùng văn hóa. Một nền văn hoá vùng miền hình thành qua thời gian một thế kỷ không phải là dài và khi người Việt đến vùng đất mới mang theo hành trang với vốn văn hóa đúc kết hàng ngàn năm của dân tộc Việt đã góp phần tạo nên nền tảng của hệ giá trị văn hóa Nam Bộ. Những giá trị trải qua quá trình tương tác với môi trường tự nhiên và xã hội trong lịch sử, dần tạo nên những giá trị của nền văn hoá Nam Bộ như hiện nay.",Thành phố Hồ Chí Minh từng có tên gọi là gì vào thời kì chiến tranh?,"{'text': [], 'answer_start': []}",True,"{'text': [Prey Kôr], 'answer_start': [135]}",2
0120-0009-0005,uit_023157,John von Neumann,"Với đóng góp này của von Neumann, hệ thống các tiên đề của lý thuyết tập hợp trở thành đủ hoàn chỉnh, và câu hỏi kế tiếp là liệu là nó đã xác định hay chưa, mà không cần phải cải tiến. Một câu trả lời phủ định khá mạnh đưa ra vào tháng 9 năm 1930 tại Hội nghị toán học lịch sử tại Konigsberg, mà trong đó Kurt Gödel công bố ""định lý đầu tiên về sự không toàn vẹn"" nổi tiếng của ông: các hệ thống tiên đề thông thường là không hoàn toàn, theo ý nghĩa là chúng không thể chứng minh được tất cả những sự thật có thể diễn tả được trong ngôn ngữ của hệ thống đó. Kết quả này đủ mới để làm bối rối các nhà toán học của thời gian đó. Nhưng von Neumann, tham dự trong hội nghị đó, đã khẳng định tiếng tăm của ông như một người suy nghĩ ra vấn đề ngay tức khắc, và dưới một tháng sau đã có khả năng liên lạc với chính Gödel một hệ quả thú vị của định lý của ông: những hệ thống tiên đề thông thường là không có khả năng diễn tả sự nhất quán của chính chúng. Chính xác là hệ quả này đã thu hút được nhiều sự chú ý nhất, ngay cả nếu như nguyên thủy Gödel chỉ xem nó như là một điều tò mò, và có thể suy ra nó một cách độc lập (chính vì lý do này mà kết quả được gọi là ""định lý Gödel thứ hai"", mà không nhắc đến tên của von Neumann).",Ai là người đã đứng lên phản biện lại định lý của Kurt Gödel?,"{'text': [von Neumann], 'answer_start': [633]}",False,,2
0021-0016-0002,uit_003196,Lịch sử thế giới,"Truyền thuyết về các cuộc xâm chiếm giữa các thành bang ở Hy Lạp không chỉ là Mycenae, thành bang Troy được đề cập đến trong sử thi Iliad như là một đối thủ của Mycenae. Vì chỉ có duy nhất nguồn sử liệu của Hómēros về lịch sử thành Troy và cuộc chiến tranh thành Troia nên có thể nó không có thật. Năm 1876, nhà khảo cổ học người Đức Heinrich Schliemann khám phá ra các di tích tại Hisarlik, vùng phía tây bán đảo Tiểu Á thuộc Thổ Nhĩ Kỳ ngày này và công bố rằng nó là địa điểm của thành Troy. Chắc chắn rằng địa điểm của thành Troy được nhắc đến bởi Hómēros vẫn còn tiếp tục bị bàn cãi",Vì sao thành Troy lại có nghi ngờ rằng nó không có tồn tại?,"{'text': [Vì chỉ có duy nhất nguồn sử liệu của Hómēros về lịch sử thành Troy và cuộc chiến tranh thành Troia], 'answer_start': [170]}",False,,2
0022-0003-0007,uit_003502,Roma,"Trong năm 2016, Roma được xếp thứ 14 trong những thành phố có nhiều du khách viếng thăm nhất thế giới, riêng tại Liên minh châu Âu đứng thứ 3, đồng thời cũng là điểm du lịch thu hút du khách phổ biến nhất ở Ý . Thành phố Roma là một trong những ""thương hiệu"" thành phố thành công nhất tại châu Âu và trên toàn thế giới, cả về danh tiếng lẫn tài sản. Khu trung tâm mang tính lịch sử của Roma được UNESCO công nhận là Di sản Thế giới. Những di tích và bảo tàng như Bảo tàng Vatican và đấu trường La Mã đều nằm trong danh sách 50 điểm du lịch được viếng thăm nhiều nhất thế giới (Bảo tàng Vatican đón tiếp 4,2 triệu du khách du lịch và đấu trường La Mã có 4 triệu khách du lịch hàng năm).","UNESCO là một trong những ""thương hiệu"" thành phố thành công nhất châu Âu và thế giới về điều gì?","{'text': [], 'answer_start': []}",True,"{'text': [cả về danh tiếng lẫn tài sản], 'answer_start': [320]}",2
0101-0061-0003,uit_018782,Nhà Minh,"Trong thời kỳ kháng Nhật viện Triều những năm Vạn Lịch, người Minh sáng tạo ""thủy lôi chiến"" đánh đắm chiến hạm Nhật Bản; ""hỏa long xuất thủy"" phát minh trong thế kỷ XVI là một loại tên lửa hai bậc dùng trong thủy chiến; thợ thủ công triều Minh thiết kế chế tạo mìn vỏ sắt sớm nhất trong lịch sử nhân loại; lục quân triều Minh từng được trang bị một loại ""hổ tồn pháo"", cũng là loại kỵ pháo binh đầu tiên trong lịch sử nhân loại, có học giả cho rằng loại kỹ thuật này đi trước phương Tây khoảng 200 năm.",Điều gì đã được chế tạo ra đầu tiên trên thế giới bởi triều Minh?,"{'text': [mìn vỏ sắt], 'answer_start': [262]}",False,,2
0055-0044-0005,uit_009561,Louis XV của Pháp,"Năm 1764, bởi sự xúi giục của Nghị viện, Madame Pompadour và Thượng thư Ngoại giao, Quận công de Chosieul, Louis quyết định trục xuất các linh mục dòng Tên ra khỏi Pháp. Dòng tên ở Pháp gồm 3.500 người; họ có 150 trụ sở ở Pháp, bao gồm 85 trường đại học, được xếp vào hạng tốt nhất ở Pháp; những sinh viên tốt nghiệp từ những trường này bao gồm Voltaire và Diderot. Người Giải tội của nhà vua, chức danh có từ thời Henri IV, thuộc dòng Tên. Sự chống đối với dòng tên bắt đầu năm 1760 tại các Nghị viện địa phương, nơi phe Gallican, một chủ nghĩa chống lại một số nguyên tắc của Giáo hội đương thời, chiếm thế lực lớn. Để chống lại dòng Tên, họ đưa ra lý lẽ là dòng này không phụ thuốc vào quyền vua và hệ thống giáo đường và nhà thờ ở Pháp. Dòng Tên đã bị trục xuất khỏi Bồ Đào Nha và thuộc địa Brasil năm 1759 vì xung đột với chính phủ và hệ thống giáo hội ở đó..",Vì sao vào cuối thập niên 1750 Bồ Đào Nha và thuộc địa Brasil lại trúc xuất dòng Tên?,"{'text': [vì xung đột với chính phủ và hệ thống giáo hội ở đó], 'answer_start': [811]}",False,,2
0057-0062-0003,uit_010699,Bồ Đào Nha,"Bồ Đào Nha có tài nguyên đáng kể về năng lượng gió và sông, hai nguồn tái tạo có hiệu quả kinh tế cao nhất. Kể từ khi bước sang thế kỷ XXI, diễn ra xu thế hướng đến phát triển một ngành tài nguyên tái tạo và giảm tiêu thụ và sử dụng các tài nguyên nhiên liệu hoá thạch. Vào năm 2006, nhà máy quang năng lớn nhất thế giới đương thời là nhà máy quang năng Moura bắt đầu hoạt động gần Moura thuộc miền nam, trong khi trang trại năng lượng sóng biển thương mại đầu tiên trên thế giới là trang trại sóng Aguçadoura được khánh thành tại vùng Norte vào năm 2008. Đến cuối năm 2006, 66% sản lượng điện năng quốc gia đến từ các nhà máy điện sử dụng than đá và chất đốt, 29% đến từ các đập thuỷ điện, và 6% đến từ năng lượng gió.",Nhà máy quang năng nào lớn nhất thế giới vào năm 2016?,"{'text': [nhà máy quang năng Moura], 'answer_start': [335]}",False,,2
0075-0062-0001,uit_014139,Đế quốc Parthia,"Nghệ thuật kiến trúc Parthia chấp nhận các yếu tố của kiến trúc Achaemenes và Hy Lạp, nhưng vẫn khác biệt với cả hai. Phong cách này lần đầu tiên được chứng thực tại Mithridatkert /Nisa. Đại sảnh tròn của Nisa thì tương tự như cung điện Hy Lạp cổ đại, nhưng khác nhau ở chỗ nó tạo thành một vòng tròn và khung vòm trong một không gian vuông Tuy nhiên, các tác phẩm nghệ thuật của Nisa, bao gồm cả bức tượng bằng đá cẩm thạch và những cảnh tượng khắc trên rhyton bằng ngà voi, thì không còn nghi ngờ gì nữa là chịu ảnh hưởng của nghệ thuật Hy Lạp.",Nghệ thuật kến trúc của Parthia chịu sự ảnh hưởng của những nền kiến trúc nào?,"{'text': [kiến trúc Achaemenes và Hy Lạp], 'answer_start': [54]}",False,,2
